Animation,Rendering job (geometry),Instance type (geometry),Rendering job (pre),Instance type (pre),Rendering job (final),Instance type (final),Scene type,Notes,Any good views of scene?
ai_044_007_cam_00,ai_044_007@scene_cam_00_geometry,2xlarge,ai_044_007@scene_cam_00_pre,2xlarge,ai_044_007@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_007_cam_01,ai_044_007@scene_cam_01_geometry,2xlarge,ai_044_007@scene_cam_01_pre,2xlarge,ai_044_007@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_008_cam_00,ai_044_008@scene_cam_00_geometry,2xlarge,ai_044_008@scene_cam_00_pre,2xlarge,ai_044_008@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_008_cam_01,ai_044_008@scene_cam_01_geometry,2xlarge,ai_044_008@scene_cam_01_pre,2xlarge,ai_044_008@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_009_cam_00,ai_044_009@scene_cam_00_geometry,2xlarge,ai_044_009@scene_cam_00_pre,2xlarge,ai_044_009@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_009_cam_01,ai_044_009@scene_cam_01_geometry,2xlarge,ai_044_009@scene_cam_01_pre,2xlarge,ai_044_009@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_010_cam_00,ai_044_010@scene_cam_00_geometry,2xlarge,ai_044_010@scene_cam_00_pre,2xlarge,ai_044_010@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_044_010_cam_01,ai_044_010@scene_cam_01_geometry,2xlarge,ai_044_010@scene_cam_01_pre,2xlarge,ai_044_010@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_044_010_cam_02,ai_044_010@scene_cam_02_geometry,2xlarge,ai_044_010@scene_cam_02_pre,2xlarge,ai_044_010@scene_cam_02_final,9xlarge,Hotel lobby,,
ai_044_010_cam_03,ai_044_010@scene_cam_03_geometry,2xlarge,ai_044_010@scene_cam_03_pre,2xlarge,ai_044_010@scene_cam_03_final,9xlarge,Hotel lobby,,
ai_045_001_cam_00,ai_045_001@scene_cam_00_geometry,2xlarge,ai_045_001@scene_cam_00_pre,2xlarge,ai_045_001@scene_cam_00_final,9xlarge,Bedroom,,
ai_045_001_cam_01,ai_045_001@scene_cam_01_geometry,2xlarge,ai_045_001@scene_cam_01_pre,2xlarge,ai_045_001@scene_cam_01_final,9xlarge,Bedroom,,
ai_045_001_cam_02,ai_045_001@scene_cam_02_geometry,2xlarge,ai_045_001@scene_cam_02_pre,2xlarge,ai_045_001@scene_cam_02_final,9xlarge,Bedroom,,
ai_045_001_cam_03,ai_045_001@scene_cam_03_geometry,2xlarge,ai_045_001@scene_cam_03_pre,2xlarge,ai_045_001@scene_cam_03_final,9xlarge,Bedroom,,
ai_045_004_cam_00,ai_045_004@scene_cam_00_geometry,2xlarge,ai_045_004@scene_cam_00_pre,2xlarge,ai_045_004@scene_cam_00_final,9xlarge,Bedroom,,
ai_045_004_cam_01,ai_045_004@scene_cam_01_geometry,2xlarge,ai_045_004@scene_cam_01_pre,2xlarge,ai_045_004@scene_cam_01_final,9xlarge,Bedroom,,
ai_045_005_cam_00,ai_045_005@scene_cam_00_geometry,2xlarge,ai_045_005@scene_cam_00_pre,2xlarge,ai_045_005@scene_cam_00_final,9xlarge,Living room,,
ai_045_005_cam_01,ai_045_005@scene_cam_01_geometry,2xlarge,ai_045_005@scene_cam_01_pre,2xlarge,ai_045_005@scene_cam_01_final,9xlarge,Living room,,
ai_045_005_cam_02,ai_045_005@scene_cam_02_geometry,2xlarge,ai_045_005@scene_cam_02_pre,2xlarge,ai_045_005@scene_cam_02_final,9xlarge,Living room,,
ai_045_005_cam_03,ai_045_005@scene_cam_03_geometry,2xlarge,ai_045_005@scene_cam_03_pre,2xlarge,ai_045_005@scene_cam_03_final,9xlarge,Living room,,
ai_045_006_cam_00,ai_045_006@scene_cam_00_geometry,2xlarge,ai_045_006@scene_cam_00_pre,2xlarge,ai_045_006@scene_cam_00_final,9xlarge,Kitchen,,
ai_045_006_cam_01,ai_045_006@scene_cam_01_geometry,2xlarge,ai_045_006@scene_cam_01_pre,2xlarge,ai_045_006@scene_cam_01_final,9xlarge,Kitchen,,
ai_045_008_cam_00,ai_045_008@scene_cam_00_geometry,2xlarge,ai_045_008@scene_cam_00_pre,2xlarge,ai_045_008@scene_cam_00_final,9xlarge,Kitchen,,
ai_045_008_cam_01,ai_045_008@scene_cam_01_geometry,2xlarge,ai_045_008@scene_cam_01_pre,2xlarge,ai_045_008@scene_cam_01_final,9xlarge,Living room,,
ai_045_010_cam_00,ai_045_010@scene_cam_00_geometry,2xlarge,ai_045_010@scene_cam_00_pre,2xlarge,ai_045_010@scene_cam_00_final,9xlarge,Kitchen,,
ai_045_010_cam_01,ai_045_010@scene_cam_01_geometry,2xlarge,ai_045_010@scene_cam_01_pre,2xlarge,ai_045_010@scene_cam_01_final,9xlarge,Kitchen,,
ai_045_010_cam_02,ai_045_010@scene_cam_02_geometry,2xlarge,ai_045_010@scene_cam_02_pre,2xlarge,ai_045_010@scene_cam_02_final,9xlarge,Living room,,
ai_045_010_cam_03,ai_045_010@scene_cam_03_geometry,2xlarge,ai_045_010@scene_cam_03_pre,2xlarge,ai_045_010@scene_cam_03_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_046_001_cam_00,ai_046_001@scene_cam_00_geometry,2xlarge,ai_046_001@scene_cam_00_pre,2xlarge,ai_046_001@scene_cam_00_final,9xlarge,Living room,Unrealistic materials,
ai_046_002_cam_00,ai_046_002@scene_cam_00_geometry,2xlarge,ai_046_002@scene_cam_00_pre,2xlarge,ai_046_002@scene_cam_00_final,9xlarge,Kitchen,,
ai_046_002_cam_01,ai_046_002@scene_cam_01_geometry,2xlarge,ai_046_002@scene_cam_01_pre,2xlarge,ai_046_002@scene_cam_01_final,9xlarge,Kitchen,,
ai_046_003_cam_00,ai_046_003@scene_cam_00_geometry,2xlarge,ai_046_003@scene_cam_00_pre,2xlarge,ai_046_003@scene_cam_00_final,9xlarge,Living room,,
ai_046_003_cam_01,ai_046_003@scene_cam_01_geometry,2xlarge,ai_046_003@scene_cam_01_pre,2xlarge,ai_046_003@scene_cam_01_final,9xlarge,Living room,,
ai_046_004_cam_00,ai_046_004@scene_cam_00_geometry,2xlarge,ai_046_004@scene_cam_00_pre,2xlarge,ai_046_004@scene_cam_00_final,9xlarge,Living room,,
ai_046_005_cam_00,ai_046_005@scene_cam_00_geometry,2xlarge,ai_046_005@scene_cam_00_pre,2xlarge,ai_046_005@scene_cam_00_final,9xlarge,Living room,,
ai_046_006_cam_00,ai_046_006@scene_cam_00_geometry,2xlarge,ai_046_006@scene_cam_00_pre,2xlarge,ai_046_006@scene_cam_00_final,9xlarge,Living room,,
ai_046_007_cam_00,ai_046_007@scene_cam_00_geometry,2xlarge,ai_046_007@scene_cam_00_pre,2xlarge,ai_046_007@scene_cam_00_final,9xlarge,Living room,,
ai_046_008_cam_00,ai_046_008@scene_cam_00_geometry,2xlarge,ai_046_008@scene_cam_00_pre,2xlarge,ai_046_008@scene_cam_00_final,9xlarge,Kitchen,,
ai_046_009_cam_00,ai_046_009@scene_cam_00_geometry,2xlarge,ai_046_009@scene_cam_00_pre,2xlarge,ai_046_009@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_047_001_cam_00,ai_047_001@scene_cam_00_geometry,2xlarge,ai_047_001@scene_cam_00_pre,2xlarge,ai_047_001@scene_cam_00_final,9xlarge,Office,,
ai_047_002_cam_00,ai_047_002@scene_cam_00_geometry,2xlarge,ai_047_002@scene_cam_00_pre,2xlarge,ai_047_002@scene_cam_00_final,9xlarge,Office (conference room),,
ai_047_003_cam_00,ai_047_003@scene_cam_00_geometry,2xlarge,ai_047_003@scene_cam_00_pre,2xlarge,ai_047_003@scene_cam_00_final,9xlarge,Office (conference room),,
ai_047_004_cam_00,ai_047_004@scene_cam_00_geometry,2xlarge,ai_047_004@scene_cam_00_pre,2xlarge,ai_047_004@scene_cam_00_final,9xlarge,Office (conference room),,
ai_047_005_cam_00,ai_047_005@scene_cam_00_geometry,2xlarge,ai_047_005@scene_cam_00_pre,2xlarge,ai_047_005@scene_cam_00_final,9xlarge,Office (conference room),,
ai_047_006_cam_00,ai_047_006@scene_cam_00_geometry,2xlarge,ai_047_006@scene_cam_00_pre,2xlarge,ai_047_006@scene_cam_00_final,9xlarge,Office (conference room),,
ai_047_007_cam_00,ai_047_007@scene_cam_00_geometry,2xlarge,ai_047_007@scene_cam_00_pre,2xlarge,ai_047_007@scene_cam_00_final,9xlarge,Office (conference room),,
ai_047_008_cam_00,ai_047_008@scene_cam_00_geometry,2xlarge,ai_047_008@scene_cam_00_pre,2xlarge,ai_047_008@scene_cam_00_final,9xlarge,Hall,Conference room (large),
ai_047_009_cam_00,ai_047_009@scene_cam_00_geometry,2xlarge,ai_047_009@scene_cam_00_pre,2xlarge,ai_047_009@scene_cam_00_final,9xlarge,Office (conference room),,
ai_048_001_cam_00,ai_048_001@scene_cam_00_geometry,2xlarge,ai_048_001@scene_cam_00_pre,2xlarge,ai_048_001@scene_cam_00_final,9xlarge,Living room,,
ai_048_001_cam_01,ai_048_001@scene_cam_01_geometry,2xlarge,ai_048_001@scene_cam_01_pre,2xlarge,ai_048_001@scene_cam_01_final,9xlarge,Living room,,
ai_048_001_cam_02,ai_048_001@scene_cam_02_geometry,2xlarge,ai_048_001@scene_cam_02_pre,2xlarge,ai_048_001@scene_cam_02_final,9xlarge,Living room,,
ai_048_001_cam_03,ai_048_001@scene_cam_03_geometry,2xlarge,ai_048_001@scene_cam_03_pre,2xlarge,ai_048_001@scene_cam_03_final,9xlarge,Living room,,
ai_048_002_cam_00,ai_048_002@scene_cam_00_geometry,4xlarge,ai_048_002@scene_cam_00_pre,9xlarge,ai_048_002@scene_cam_00_final,9xlarge,Living room,,
ai_048_002_cam_01,ai_048_002@scene_cam_01_geometry,4xlarge,ai_048_002@scene_cam_01_pre,9xlarge,ai_048_002@scene_cam_01_final,9xlarge,Living room,,
ai_048_002_cam_02,ai_048_002@scene_cam_02_geometry,4xlarge,ai_048_002@scene_cam_02_pre,9xlarge,ai_048_002@scene_cam_02_final,9xlarge,Living room,,
ai_048_002_cam_03,ai_048_002@scene_cam_03_geometry,4xlarge,ai_048_002@scene_cam_03_pre,9xlarge,ai_048_002@scene_cam_03_final,9xlarge,Living room,,
ai_048_003_cam_00,ai_048_003@scene_cam_00_geometry,4xlarge,ai_048_003@scene_cam_00_pre,9xlarge,ai_048_003@scene_cam_00_final,9xlarge,Living room,,
ai_048_003_cam_01,ai_048_003@scene_cam_01_geometry,4xlarge,ai_048_003@scene_cam_01_pre,9xlarge,ai_048_003@scene_cam_01_final,9xlarge,Living room,,
ai_048_003_cam_02,ai_048_003@scene_cam_02_geometry,4xlarge,ai_048_003@scene_cam_02_pre,9xlarge,ai_048_003@scene_cam_02_final,9xlarge,Living room,,
ai_048_003_cam_03,ai_048_003@scene_cam_03_geometry,4xlarge,ai_048_003@scene_cam_03_pre,9xlarge,ai_048_003@scene_cam_03_final,9xlarge,Living room,,
ai_048_004_cam_00,ai_048_004@scene_cam_00_geometry,4xlarge,ai_048_004@scene_cam_00_pre,9xlarge,ai_048_004@scene_cam_00_final,9xlarge,Bedroom,Unrealistic materials,
ai_048_004_cam_01,ai_048_004@scene_cam_01_geometry,4xlarge,ai_048_004@scene_cam_01_pre,9xlarge,ai_048_004@scene_cam_01_final,9xlarge,Bedroom,Unrealistic materials,
ai_048_005_cam_00,ai_048_005@scene_cam_00_geometry,4xlarge,ai_048_005@scene_cam_00_pre,9xlarge,ai_048_005@scene_cam_00_final,9xlarge,Living room,,
ai_048_005_cam_01,ai_048_005@scene_cam_01_geometry,4xlarge,ai_048_005@scene_cam_01_pre,9xlarge,ai_048_005@scene_cam_01_final,9xlarge,Living room,,
ai_048_005_cam_02,ai_048_005@scene_cam_02_geometry,4xlarge,ai_048_005@scene_cam_02_pre,9xlarge,ai_048_005@scene_cam_02_final,9xlarge,Living room,,
ai_048_005_cam_03,ai_048_005@scene_cam_03_geometry,4xlarge,ai_048_005@scene_cam_03_pre,9xlarge,ai_048_005@scene_cam_03_final,9xlarge,Kitchen,,
ai_048_006_cam_00,ai_048_006@scene_cam_00_geometry,9xlarge,ai_048_006@scene_cam_00_pre,9xlarge,ai_048_006@scene_cam_00_final,9xlarge,Kitchen,,
ai_048_006_cam_01,ai_048_006@scene_cam_01_geometry,9xlarge,ai_048_006@scene_cam_01_pre,9xlarge,ai_048_006@scene_cam_01_final,9xlarge,Kitchen,,
ai_048_006_cam_02,ai_048_006@scene_cam_02_geometry,9xlarge,ai_048_006@scene_cam_02_pre,9xlarge,ai_048_006@scene_cam_02_final,9xlarge,Kitchen,,
ai_048_006_cam_03,ai_048_006@scene_cam_03_geometry,9xlarge,ai_048_006@scene_cam_03_pre,9xlarge,ai_048_006@scene_cam_03_final,9xlarge,Kitchen,,
ai_048_007_cam_00,ai_048_007@scene_cam_00_geometry,9xlarge,ai_048_007@scene_cam_00_pre,9xlarge,ai_048_007@scene_cam_00_final,9xlarge,Kitchen,,
ai_048_007_cam_01,ai_048_007@scene_cam_01_geometry,9xlarge,ai_048_007@scene_cam_01_pre,9xlarge,ai_048_007@scene_cam_01_final,9xlarge,Kitchen,,
ai_048_007_cam_02,ai_048_007@scene_cam_02_geometry,9xlarge,ai_048_007@scene_cam_02_pre,9xlarge,ai_048_007@scene_cam_02_final,9xlarge,Kitchen,,
ai_048_007_cam_03,ai_048_007@scene_cam_03_geometry,9xlarge,ai_048_007@scene_cam_03_pre,9xlarge,ai_048_007@scene_cam_03_final,9xlarge,Kitchen,,
ai_048_008_cam_00,ai_048_008@scene_cam_00_geometry,9xlarge,ai_048_008@scene_cam_00_pre,9xlarge,ai_048_008@scene_cam_00_final,9xlarge,Living room,,
ai_048_008_cam_01,ai_048_008@scene_cam_01_geometry,9xlarge,ai_048_008@scene_cam_01_pre,9xlarge,ai_048_008@scene_cam_01_final,9xlarge,Living room,,
ai_048_008_cam_02,ai_048_008@scene_cam_02_geometry,9xlarge,ai_048_008@scene_cam_02_pre,9xlarge,ai_048_008@scene_cam_02_final,9xlarge,Living room,,
ai_048_008_cam_03,ai_048_008@scene_cam_03_geometry,9xlarge,ai_048_008@scene_cam_03_pre,9xlarge,ai_048_008@scene_cam_03_final,9xlarge,Living room,,
ai_048_009_cam_00,ai_048_009@scene_cam_00_geometry,9xlarge,ai_048_009@scene_cam_00_pre,9xlarge,ai_048_009@scene_cam_00_final,9xlarge,Bedroom,,
ai_048_009_cam_01,ai_048_009@scene_cam_01_geometry,9xlarge,ai_048_009@scene_cam_01_pre,9xlarge,ai_048_009@scene_cam_01_final,9xlarge,Bedroom,,
ai_048_009_cam_02,ai_048_009@scene_cam_02_geometry,9xlarge,ai_048_009@scene_cam_02_pre,9xlarge,ai_048_009@scene_cam_02_final,9xlarge,Bedroom,,
ai_048_009_cam_03,ai_048_009@scene_cam_03_geometry,9xlarge,ai_048_009@scene_cam_03_pre,9xlarge,ai_048_009@scene_cam_03_final,9xlarge,Bedroom,,
ai_048_010_cam_00,ai_048_010@scene_cam_00_geometry,9xlarge,ai_048_010@scene_cam_00_pre,9xlarge,ai_048_010@scene_cam_00_final,9xlarge,Living room,,
ai_048_010_cam_01,ai_048_010@scene_cam_01_geometry,9xlarge,ai_048_010@scene_cam_01_pre,9xlarge,ai_048_010@scene_cam_01_final,9xlarge,Living room,,
ai_048_010_cam_02,ai_048_010@scene_cam_02_geometry,9xlarge,ai_048_010@scene_cam_02_pre,9xlarge,ai_048_010@scene_cam_02_final,9xlarge,Living room,,
ai_048_010_cam_03,ai_048_010@scene_cam_03_geometry,9xlarge,ai_048_010@scene_cam_03_pre,9xlarge,ai_048_010@scene_cam_03_final,9xlarge,Living room,,
ai_050_001_cam_00,ai_050_001@scene_cam_00_geometry,9xlarge,ai_050_001@scene_cam_00_pre,9xlarge,ai_050_001@scene_cam_00_final,9xlarge,Living room,,
ai_050_001_cam_01,ai_050_001@scene_cam_01_geometry,9xlarge,ai_050_001@scene_cam_01_pre,9xlarge,ai_050_001@scene_cam_01_final,9xlarge,Living room,,
ai_050_001_cam_02,ai_050_001@scene_cam_02_geometry,9xlarge,ai_050_001@scene_cam_02_pre,9xlarge,ai_050_001@scene_cam_02_final,9xlarge,Living room,,
ai_050_001_cam_03,ai_050_001@scene_cam_03_geometry,9xlarge,ai_050_001@scene_cam_03_pre,9xlarge,ai_050_001@scene_cam_03_final,9xlarge,Living room,,
ai_050_001_cam_04,ai_050_001@scene_cam_04_geometry,9xlarge,ai_050_001@scene_cam_04_pre,9xlarge,ai_050_001@scene_cam_04_final,9xlarge,Living room,,
ai_050_002_cam_00,ai_050_002@scene_cam_00_geometry,9xlarge,ai_050_002@scene_cam_00_pre,9xlarge,ai_050_002@scene_cam_00_final,9xlarge,Living room,,
ai_050_002_cam_01,ai_050_002@scene_cam_01_geometry,9xlarge,ai_050_002@scene_cam_01_pre,9xlarge,ai_050_002@scene_cam_01_final,9xlarge,Living room,,
ai_050_002_cam_02,ai_050_002@scene_cam_02_geometry,9xlarge,ai_050_002@scene_cam_02_pre,9xlarge,ai_050_002@scene_cam_02_final,9xlarge,Living room,,
ai_050_002_cam_03,ai_050_002@scene_cam_03_geometry,9xlarge,ai_050_002@scene_cam_03_pre,9xlarge,ai_050_002@scene_cam_03_final,9xlarge,Living room,,
ai_050_002_cam_04,ai_050_002@scene_cam_04_geometry,9xlarge,ai_050_002@scene_cam_04_pre,9xlarge,ai_050_002@scene_cam_04_final,9xlarge,Living room,,
ai_050_003_cam_00,ai_050_003@scene_cam_00_geometry,9xlarge,ai_050_003@scene_cam_00_pre,9xlarge,ai_050_003@scene_cam_00_final,9xlarge,Living room,,
ai_050_003_cam_01,ai_050_003@scene_cam_01_geometry,9xlarge,ai_050_003@scene_cam_01_pre,9xlarge,ai_050_003@scene_cam_01_final,9xlarge,Living room,,
ai_050_003_cam_02,ai_050_003@scene_cam_02_geometry,9xlarge,ai_050_003@scene_cam_02_pre,9xlarge,ai_050_003@scene_cam_02_final,9xlarge,Bedroom,,
ai_050_003_cam_03,ai_050_003@scene_cam_03_geometry,9xlarge,ai_050_003@scene_cam_03_pre,9xlarge,ai_050_003@scene_cam_03_final,9xlarge,Living room,,
ai_050_003_cam_04,ai_050_003@scene_cam_04_geometry,9xlarge,ai_050_003@scene_cam_04_pre,9xlarge,ai_050_003@scene_cam_04_final,9xlarge,Bedroom,,
ai_050_004_cam_00,ai_050_004@scene_cam_00_geometry,9xlarge,ai_050_004@scene_cam_00_pre,9xlarge,ai_050_004@scene_cam_00_final,9xlarge,Living room,,
ai_050_004_cam_01,ai_050_004@scene_cam_01_geometry,9xlarge,ai_050_004@scene_cam_01_pre,9xlarge,ai_050_004@scene_cam_01_final,9xlarge,Bedroom,,
ai_050_004_cam_02,ai_050_004@scene_cam_02_geometry,9xlarge,ai_050_004@scene_cam_02_pre,9xlarge,ai_050_004@scene_cam_02_final,9xlarge,Living room,,
ai_050_004_cam_03,ai_050_004@scene_cam_03_geometry,9xlarge,ai_050_004@scene_cam_03_pre,9xlarge,ai_050_004@scene_cam_03_final,9xlarge,Living room,,
ai_050_004_cam_04,ai_050_004@scene_cam_04_geometry,9xlarge,ai_050_004@scene_cam_04_pre,9xlarge,ai_050_004@scene_cam_04_final,9xlarge,Living room,,
ai_050_005_cam_00,ai_050_005@scene_cam_00_geometry,9xlarge,ai_050_005@scene_cam_00_pre,9xlarge,ai_050_005@scene_cam_00_final,9xlarge,Living room,,
ai_050_005_cam_01,ai_050_005@scene_cam_01_geometry,9xlarge,ai_050_005@scene_cam_01_pre,9xlarge,ai_050_005@scene_cam_01_final,9xlarge,Living room,,
ai_050_005_cam_02,ai_050_005@scene_cam_02_geometry,9xlarge,ai_050_005@scene_cam_02_pre,9xlarge,ai_050_005@scene_cam_02_final,9xlarge,Living room,,
ai_050_005_cam_03,ai_050_005@scene_cam_03_geometry,9xlarge,ai_050_005@scene_cam_03_pre,9xlarge,ai_050_005@scene_cam_03_final,9xlarge,Living room,,
ai_050_005_cam_04,ai_050_005@scene_cam_04_geometry,9xlarge,ai_050_005@scene_cam_04_pre,9xlarge,ai_050_005@scene_cam_04_final,9xlarge,Living room,,
ai_050_005_cam_05,ai_050_005@scene_cam_05_geometry,9xlarge,ai_050_005@scene_cam_05_pre,9xlarge,ai_050_005@scene_cam_05_final,9xlarge,Living room,,
ai_050_005_cam_06,ai_050_005@scene_cam_06_geometry,9xlarge,ai_050_005@scene_cam_06_pre,9xlarge,ai_050_005@scene_cam_06_final,9xlarge,Kitchen,,
ai_051_001_cam_00,ai_051_001@scene_cam_00_geometry,9xlarge,ai_051_001@scene_cam_00_pre,9xlarge,ai_051_001@scene_cam_00_final,9xlarge,Kitchen,,
ai_051_001_cam_01,ai_051_001@scene_cam_01_geometry,9xlarge,ai_051_001@scene_cam_01_pre,9xlarge,ai_051_001@scene_cam_01_final,9xlarge,Living room,,
ai_051_001_cam_02,ai_051_001@scene_cam_02_geometry,9xlarge,ai_051_001@scene_cam_02_pre,9xlarge,ai_051_001@scene_cam_02_final,9xlarge,Living room,,
ai_051_001_cam_03,ai_051_001@scene_cam_03_geometry,9xlarge,ai_051_001@scene_cam_03_pre,9xlarge,ai_051_001@scene_cam_03_final,9xlarge,Kitchen,,
ai_051_001_cam_04,ai_051_001@scene_cam_04_geometry,9xlarge,ai_051_001@scene_cam_04_pre,9xlarge,ai_051_001@scene_cam_04_final,9xlarge,Living room,,
ai_051_002_cam_00,ai_051_002@scene_cam_00_geometry,9xlarge,ai_051_002@scene_cam_00_pre,9xlarge,ai_051_002@scene_cam_00_final,9xlarge,Living room,,
ai_051_002_cam_01,ai_051_002@scene_cam_01_geometry,9xlarge,ai_051_002@scene_cam_01_pre,9xlarge,ai_051_002@scene_cam_01_final,9xlarge,Living room,,
ai_051_002_cam_02,ai_051_002@scene_cam_02_geometry,9xlarge,ai_051_002@scene_cam_02_pre,9xlarge,ai_051_002@scene_cam_02_final,9xlarge,Living room,,
ai_051_002_cam_03,ai_051_002@scene_cam_03_geometry,9xlarge,ai_051_002@scene_cam_03_pre,9xlarge,ai_051_002@scene_cam_03_final,9xlarge,Office (home),,
ai_051_002_cam_04,ai_051_002@scene_cam_04_geometry,9xlarge,ai_051_002@scene_cam_04_pre,9xlarge,ai_051_002@scene_cam_04_final,9xlarge,Living room,,
ai_051_002_cam_05,ai_051_002@scene_cam_05_geometry,9xlarge,ai_051_002@scene_cam_05_pre,9xlarge,ai_051_002@scene_cam_05_final,9xlarge,Living room,,
ai_051_002_cam_06,ai_051_002@scene_cam_06_geometry,9xlarge,ai_051_002@scene_cam_06_pre,9xlarge,ai_051_002@scene_cam_06_final,9xlarge,Office (home),,
ai_051_002_cam_07,ai_051_002@scene_cam_07_geometry,9xlarge,ai_051_002@scene_cam_07_pre,9xlarge,ai_051_002@scene_cam_07_final,9xlarge,Living room,,
ai_051_003_cam_00,ai_051_003@scene_cam_00_geometry,9xlarge,ai_051_003@scene_cam_00_pre,9xlarge,ai_051_003@scene_cam_00_final,9xlarge,Bedroom,,
ai_051_003_cam_01,ai_051_003@scene_cam_01_geometry,9xlarge,ai_051_003@scene_cam_01_pre,9xlarge,ai_051_003@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_051_003_cam_02,ai_051_003@scene_cam_02_geometry,9xlarge,ai_051_003@scene_cam_02_pre,9xlarge,ai_051_003@scene_cam_02_final,9xlarge,Bedroom,,
ai_051_003_cam_03,ai_051_003@scene_cam_03_geometry,9xlarge,ai_051_003@scene_cam_03_pre,9xlarge,ai_051_003@scene_cam_03_final,9xlarge,Kitchen,,
ai_051_003_cam_04,ai_051_003@scene_cam_04_geometry,9xlarge,ai_051_003@scene_cam_04_pre,9xlarge,ai_051_003@scene_cam_04_final,9xlarge,Living room,,
ai_051_004_cam_00,ai_051_004@scene_cam_00_geometry,9xlarge,ai_051_004@scene_cam_00_pre,9xlarge,ai_051_004@scene_cam_00_final,9xlarge,Living room,,
ai_051_004_cam_01,ai_051_004@scene_cam_01_geometry,9xlarge,ai_051_004@scene_cam_01_pre,9xlarge,ai_051_004@scene_cam_01_final,9xlarge,Dining room,,
ai_051_004_cam_02,ai_051_004@scene_cam_02_geometry,9xlarge,ai_051_004@scene_cam_02_pre,9xlarge,ai_051_004@scene_cam_02_final,9xlarge,Living room,,
ai_051_004_cam_03,ai_051_004@scene_cam_03_geometry,9xlarge,ai_051_004@scene_cam_03_pre,9xlarge,ai_051_004@scene_cam_03_final,9xlarge,Living room,,
ai_051_004_cam_04,ai_051_004@scene_cam_04_geometry,9xlarge,ai_051_004@scene_cam_04_pre,9xlarge,ai_051_004@scene_cam_04_final,9xlarge,Dining room,,
ai_051_004_cam_05,ai_051_004@scene_cam_05_geometry,9xlarge,ai_051_004@scene_cam_05_pre,9xlarge,ai_051_004@scene_cam_05_final,9xlarge,Living room,,
ai_051_005_cam_00,ai_051_005@scene_cam_00_geometry,9xlarge,ai_051_005@scene_cam_00_pre,9xlarge,ai_051_005@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_051_005_cam_01,ai_051_005@scene_cam_01_geometry,9xlarge,ai_051_005@scene_cam_01_pre,9xlarge,ai_051_005@scene_cam_01_final,9xlarge,Living room,,
ai_051_005_cam_02,ai_051_005@scene_cam_02_geometry,9xlarge,ai_051_005@scene_cam_02_pre,9xlarge,ai_051_005@scene_cam_02_final,9xlarge,Dining room,,
ai_051_005_cam_03,ai_051_005@scene_cam_03_geometry,9xlarge,ai_051_005@scene_cam_03_pre,9xlarge,ai_051_005@scene_cam_03_final,9xlarge,Living room,,
ai_052_001_cam_00,ai_052_001@scene_cam_00_geometry,9xlarge,ai_052_001@scene_cam_00_pre,9xlarge,ai_052_001@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_001_cam_01,ai_052_001@scene_cam_01_geometry,9xlarge,ai_052_001@scene_cam_01_pre,9xlarge,ai_052_001@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_002_cam_00,ai_052_002@scene_cam_00_geometry,9xlarge,ai_052_002@scene_cam_00_pre,9xlarge,ai_052_002@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_002_cam_01,ai_052_002@scene_cam_01_geometry,9xlarge,ai_052_002@scene_cam_01_pre,9xlarge,ai_052_002@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_003_cam_00,ai_052_003@scene_cam_00_geometry,9xlarge,ai_052_003@scene_cam_00_pre,9xlarge,ai_052_003@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_003_cam_01,ai_052_003@scene_cam_01_geometry,9xlarge,ai_052_003@scene_cam_01_pre,9xlarge,ai_052_003@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_004_cam_00,ai_052_004@scene_cam_00_geometry,9xlarge,ai_052_004@scene_cam_00_pre,9xlarge,ai_052_004@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_004_cam_01,ai_052_004@scene_cam_01_geometry,9xlarge,ai_052_004@scene_cam_01_pre,9xlarge,ai_052_004@scene_cam_01_final,9xlarge,Restaurant,,
ai_052_005_cam_00,ai_052_005@scene_cam_00_geometry,9xlarge,ai_052_005@scene_cam_00_pre,9xlarge,ai_052_005@scene_cam_00_final,9xlarge,Restaurant,,
ai_052_005_cam_01,ai_052_005@scene_cam_01_geometry,9xlarge,ai_052_005@scene_cam_01_pre,9xlarge,ai_052_005@scene_cam_01_final,9xlarge,Restaurant,,
